crop_name,year_start,n_states,n_rows_cost,sum_sample_weight
Urad,2015,7,7,409.0
Urad,2016,7,7,436.0
Urad,2017,9,9,737.0
Urad,2018,11,11,538.0
Urad,2019,11,11,510.0
Urad,2020,11,11,608.0
Urad,2021,11,11,608.0
Urad,2022,5,5,450.0
Urad,2023,5,5,450.0
Urad,2024,5,5,450.0
Urad,2025,5,5,450.0
Watermelon,2010,4,4,153.0
Watermelon,2011,4,4,160.0
Watermelon,2012,4,4,114.0
Watermelon,2013,4,4,145.0
Watermelon,2014,3,3,143.0
Watermelon,2015,3,3,211.0
Watermelon,2016,3,3,135.0
Watermelon,2017,5,5,172.0
Watermelon,2018,5,5,195.0
Watermelon,2019,5,5,164.0
Watermelon,2020,5,5,199.0
Watermelon,2021,5,5,243.0
Watermelon,2022,5,5,243.0
Watermelon,2023,5,5,243.0
Watermelon,2024,5,5,243.0
Watermelon,2025,5,5,243.0
Wheat,1996,8,8,2504.04
Wheat,1997,8,8,3052.0
Wheat,1998,7,7,2733.0
Wheat,1999,7,7,2772.0
Wheat,2000,8,8,2688.0
Wheat,2001,8,8,2813.0
Wheat,2002,11,11,2822.0
Wheat,2003,11,11,2973.0
Wheat,2004,11,11,2915.0
Wheat,2005,12,12,2983.0
Wheat,2006,12,12,3062.0
Wheat,2007,12,12,3035.42
Wheat,2008,13,13,3237.0
Wheat,2009,13,13,3096.0
Wheat,2010,13,13,3410.0
Wheat,2011,13,13,3245.0
Wheat,2012,13,13,3224.0
Wheat,2013,13,13,3370.0
Wheat,2014,13,13,3441.0
Wheat,2015,13,13,3285.0
Wheat,2016,13,13,3404.0
Wheat,2017,14,14,3241.15
Wheat,2018,14,14,3187.0
Wheat,2019,14,14,3388.0
Wheat,2020,13,13,3465.0
Wheat,2021,13,13,3253.0
